Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-07-05,0.1695,0.1714,0.1624,0.1671,1898325,0,0
2017-07-06,0.1672,0.1689,0.1517,0.1573,2288470,0,0
2017-07-07,0.157,0.1598,0.1316,0.1387,1989985,0,0
2017-07-08,0.1389,0.1406,0.1251,0.1359,1828880,0,0
2017-07-09,0.1349,0.1423,0.1333,0.1375,1492212,0,0
2017-07-10,0.1381,0.1444,0.1107,0.1157,1694312,0,0
2017-07-11,0.1152,0.1227,0.1033,0.1139,1891474,0,0
2017-07-12,0.1136,0.1305,0.1056,0.1293,1455119,0,0
2017-07-13,0.1308,0.1316,0.1124,0.1162,1146381,0,0
2017-07-14,0.1161,0.1179,0.1048,0.109,934863,0,0
2017-07-15,0.1095,0.1096,0.0965,0.0995,701671,0,0
2017-07-16,0.0993,0.1003,0.0837,0.0907,854669,0,0
2017-07-17,0.0906,0.1137,0.0905,0.1127,934958,0,0
2017-07-18,0.1124,0.1297,0.1074,0.1209,1423574,0,0
2017-07-19,0.1213,0.1254,0.0997,0.1033,1768924,0,0
2017-07-20,0.1038,0.1266,0.1039,0.1237,1466328,0,0
2017-07-21,0.1251,0.1338,0.122,0.129,1195761,0,0
2017-07-22,0.1287,0.1689,0.1287,0.1688,2225054,0,0
2017-07-23,0.1709,0.1738,0.1482,0.1621,2043066,0,0
2017-07-24,0.1603,0.2111,0.1522,0.1802,5340754,0,0
2017-07-25,0.1803,0.1985,0.1436,0.1467,4254458,0,0
2017-07-26,0.1462,0.1512,0.1319,0.1509,1739448,0,0
2017-07-27,0.1511,0.1545,0.141,0.144,1482247,0,0
2017-07-28,0.1447,0.1447,0.1308,0.1331,2033788,0,0
2017-07-29,0.1313,0.1346,0.1247,0.1346,948508,0,0
2017-07-30,0.1344,0.1359,0.1247,0.1254,1087782,0,0
2017-07-31,0.1255,0.1307,0.1226,0.1303,1738172,0,0
2017-08-01,0.1304,0.1616,0.1248,0.1514,3115392,0,0
2017-08-02,0.1514,0.1652,0.1418,0.1459,2192448,0,0
2017-08-03,0.1466,0.1768,0.1431,0.1768,2974290,0,0
2017-08-04,0.1769,0.1885,0.1688,0.1769,3997135,0,0
2017-08-05,0.1777,0.2115,0.1737,0.2011,3043625,0,0
2017-08-06,0.2012,0.22,0.1879,0.2121,4746321,0,0
2017-08-07,0.2098,0.244,0.1992,0.2164,5119863,0,0
2017-08-08,0.2176,0.234,0.2042,0.2165,4120566,0,0
2017-08-09,0.2164,0.2197,0.2004,0.2044,2642819,0,0
2017-08-10,0.2033,0.2736,0.1921,0.2545,10559209,0,0
2017-08-11,0.253,0.3122,0.2409,0.2906,17932147,0,0
2017-08-12,0.2912,0.2927,0.2522,0.2657,7647830,0,0
2017-08-13,0.2661,0.2716,0.2373,0.269,5641742,0,0
2017-08-14,0.2685,0.2781,0.2346,0.251,6102371,0,0
2017-08-15,0.2515,0.2517,0.2225,0.2478,4146752,0,0
2017-08-16,0.2496,0.2762,0.2391,0.2762,4942800,0,0
2017-08-17,0.2777,0.3732,0.2665,0.3203,31884091,0,0
2017-08-18,0.3181,0.318,0.2497,0.2704,7871466,0,0
2017-08-19,0.2682,0.2821,0.2366,0.2674,4592353,0,0
2017-08-20,0.2659,0.2665,0.2479,0.2594,3529806,0,0
2017-08-21,0.2598,0.2606,0.2406,0.245,3617969,0,0
2017-08-22,0.2454,0.2489,0.2163,0.2387,3056673,0,0
2017-08-23,0.238,0.2597,0.2346,0.2488,3332580,0,0
2017-08-24,0.2449,0.26,0.2419,0.2567,2700111,0,0
2017-08-25,0.2575,0.2854,0.2532,0.2548,3181181,0,0
2017-08-26,0.2559,0.2605,0.2454,0.2541,2927722,0,0
2017-08-27,0.254,0.2641,0.2525,0.262,2581581,0,0
2017-08-28,0.262,0.2952,0.2553,0.2849,4729598,0,0
2017-08-29,0.2854,0.308,0.279,0.3088,6325541,0,0
2017-08-30,0.3087,0.3171,0.279,0.2999,4331721,0,0
2017-08-31,0.3001,0.3566,0.2975,0.3389,8363429,0,0
2017-09-01,0.3396,0.3844,0.3292,0.362,11189582,0,0
2017-09-02,0.3618,0.3619,0.2908,0.3029,5671943,0,0
2017-09-03,0.3003,0.337,0.2792,0.2986,4556939,0,0
2017-09-04,0.2995,0.2995,0.2092,0.2501,6951355,0,0
2017-09-05,0.251,0.279,0.2099,0.2703,4173745,0,0
2017-09-06,0.2695,0.2863,0.2623,0.2757,3971383,0,0
2017-09-07,0.2742,0.3024,0.2639,0.3001,3896536,0,0
2017-09-08,0.3015,0.3025,0.2389,0.2622,5312258,0,0
2017-09-09,0.2628,0.2739,0.2518,0.2663,2047608,0,0
2017-09-10,0.2665,0.2666,0.2342,0.2431,2685042,0,0
2017-09-11,0.2445,0.2582,0.2359,0.2579,2406937,0,0
2017-09-12,0.2583,0.2792,0.2453,0.2579,3907208,0,0
2017-09-13,0.2578,0.2581,0.2179,0.2348,2655641,0,0
2017-09-14,0.2357,0.2397,0.1825,0.1862,3222294,0,0
2017-09-15,0.1881,0.2375,0.167,0.2305,3863461,0,0
2017-09-16,0.2289,0.2854,0.2176,0.2691,6738850,0,0
2017-09-17,0.269,0.2941,0.2557,0.2877,8667523,0,0
2017-09-18,0.2877,0.3209,0.281,0.3019,13401900,0,0
2017-09-19,0.2992,0.2992,0.26,0.26,5009509,0,0
2017-09-20,0.2605,0.2844,0.2521,0.2757,4092199,0,0
2017-09-21,0.2746,0.279,0.2337,0.2498,5549852,0,0
2017-09-22,0.2488,0.2535,0.2286,0.2424,3054637,0,0
2017-09-23,0.2417,0.263,0.237,0.2609,2558135,0,0
2017-09-24,0.2612,0.2648,0.2448,0.2448,3097129,0,0
2017-09-25,0.2449,0.2689,0.2441,0.2661,2365956,0,0
2017-09-26,0.266,0.273,0.2601,0.2638,2444301,0,0
2017-09-27,0.263,0.2931,0.2568,0.29,3330047,0,0
2017-09-28,0.2927,0.321,0.2914,0.3099,6834218,0,0
2017-09-29,0.3101,0.3102,0.2756,0.2954,3862369,0,0
2017-09-30,0.2941,0.316,0.2932,0.3066,3161717,0,0
2017-10-01,0.3068,0.323,0.305,0.3188,3458594,0,0
2017-10-02,0.3164,0.3239,0.3126,0.32,3149953,0,0
2017-10-03,0.3191,0.3402,0.3114,0.3317,7917909,0,0
2017-10-04,0.3294,0.3469,0.3037,0.3039,6957203,0,0
2017-10-05,0.3062,0.3118,0.2803,0.2922,5795540,0,0
2017-10-06,0.2904,0.3021,0.2864,0.2917,3313401,0,0
2017-10-07,0.2911,0.2921,0.2584,0.2685,4726471,0,0
2017-10-08,0.2679,0.2745,0.2334,0.2412,4703807,0,0
2017-10-09,0.2422,0.2487,0.2122,0.2379,3982517,0,0
2017-10-10,0.2402,0.2559,0.2261,0.2438,3363507,0,0
2017-10-11,0.2439,0.2537,0.2374,0.2399,3559144,0,0
2017-10-12,0.2403,0.2702,0.2194,0.2376,6043411,0,0
2017-10-13,0.239,0.2434,0.2026,0.2179,5334898,0,0
2017-10-14,0.2178,0.2281,0.211,0.2187,1777518,0,0
2017-10-15,0.2198,0.2198,0.1903,0.198,2587620,0,0
2017-10-16,0.1983,0.2337,0.1775,0.2214,5536444,0,0
2017-10-17,0.2205,0.2463,0.2019,0.2066,5006969,0,0
2017-10-18,0.2068,0.2068,0.1903,0.2025,2173883,0,0
2017-10-19,0.2029,0.2088,0.1878,0.1918,2213020,0,0
2017-10-20,0.1918,0.2089,0.1918,0.193,2477280,0,0
2017-10-21,0.1916,0.1943,0.1687,0.1805,2841039,0,0
2017-10-22,0.1814,0.1938,0.1741,0.1799,1656318,0,0
2017-10-23,0.1794,0.1808,0.1652,0.1784,1726750,0,0
2017-10-24,0.1764,0.231,0.1715,0.1999,4131759,0,0
2017-10-25,0.1999,0.2041,0.1866,0.1975,2592273,0,0
2017-10-26,0.1964,0.202,0.1876,0.1893,2137215,0,0
2017-10-27,0.1895,0.1908,0.1819,0.1825,1672711,0,0
2017-10-28,0.1837,0.2011,0.1811,0.1994,2601608,0,0
2017-10-29,0.1986,0.2011,0.1836,0.1871,2844641,0,0
2017-10-30,0.1875,0.1924,0.1828,0.1882,1597492,0,0
2017-10-31,0.188,0.2145,0.1869,0.1997,4351462,0,0
2017-11-01,0.1982,0.2076,0.1776,0.1783,3384195,0,0
2017-11-02,0.1797,0.2218,0.1641,0.2138,6784111,0,0
2017-11-03,0.2096,0.2127,0.1631,0.1873,4361500,0,0
2017-11-04,0.1869,0.1869,0.1759,0.1808,2018226,0,0
2017-11-05,0.1803,0.1848,0.1771,0.1795,1488550,0,0
2017-11-06,0.1799,0.1817,0.1733,0.1752,1990109,0,0
2017-11-07,0.1755,0.1859,0.1754,0.1811,1499792,0,0
2017-11-08,0.1808,0.1984,0.1783,0.1899,2927231,0,0
2017-11-09,0.1904,0.2119,0.19,0.2032,2872928,0,0
2017-11-10,0.2029,0.2043,0.1707,0.1771,2050213,0,0
2017-11-11,0.1772,0.1846,0.1656,0.1739,1615622,0,0
2017-11-12,0.175,0.175,0.147,0.1585,1967016,0,0
2017-11-13,0.1582,0.193,0.1571,0.1827,2733716,0,0
2017-11-14,0.1836,0.1917,0.1719,0.1881,3572179,0,0
2017-11-15,0.1856,0.1909,0.1764,0.1832,3096189,0,0
2017-11-16,0.1842,0.2195,0.1779,0.2133,8285389,0,0
